videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600389178614776577,1769603523,2026-01-28T12:32:03.000Z,baru kali ini saya nyimak DPR ngomong,11881,False,False,,51.0,7049987883201659905,aa_wawan_official,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2348f265086d6786a13f97003698a998~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=17a32631&x-expires=1769763600&x-signature=VE6if93XsvcBU0JS%2BB4OmuljG4E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600549650211816212,1769640900,2026-01-28T22:55:00.000Z,tolong jangan di bully tidak semua polisi itu kayak gitu. masih bayak polisi yang baik contoh nya di inggris di paris di jerman,22118,False,False,,275.0,7057533548514231322,rizkyac8,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f3208613de14e3c7a0ad7494024330c6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a46cf2b&x-expires=1769763600&x-signature=kI65cbSVxE9yA3ucmIzZAsZzXuM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600388589621707538,1769603383,2026-01-28T12:29:43.000Z,Dia yg ditanya gw yg malu😔,48590,False,False,,70.0,7039988056787010587,yanikendana,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/28b6cccb91fe4acdad0099a725bd900f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4069189e&x-expires=1769763600&x-signature=jacnycV0vV3LsPkJE1kmQ5z1i1w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600576669308453653,1769647176,2026-01-29T00:39:36.000Z,"kenapa sih selalu memandang polisi dari sisi negatif nya saja, padahal positif nya emang GK ada",40197,False,False,,394.0,7543044023310779409,romansah.mlkt,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9cd26fa56e3a3eade6f0c5f8225eeae6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=06769140&x-expires=1769763600&x-signature=yD%2B4coxDsF7VfKQR42TPhUtzr44%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600408468390069012,1769608003,2026-01-28T13:46:43.000Z,serasa sidang skripsi 😭😭,24848,False,False,,71.0,6993347766718432257,inibeneranfatih,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/270ef557b8a22bdc0ae883757d845e31~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f9d2828f&x-expires=1769763600&x-signature=sdU8eStoAXwd%2BXSHhS01KN5%2FnOM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600544016225157908,1769639581,2026-01-28T22:33:01.000Z,"Trima kasih bapak Drs. safaruddin🙏, Negara ini butuh anggota dpr seperti anda",5299,False,False,,13.0,7071453947265762306,kriswawan90,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7319510136103649286~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62e4ad48&x-expires=1769763600&x-signature=ek8CvEYVBWgZJeRGAFatTayXpYA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600412937328870160,1769609047,2026-01-28T14:04:07.000Z,"kapolres nya aja ky gini, gimana bawahannya 😂😂",26397,False,False,,33.0,7567806958117454849,phenomenal.finish5,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f4ed2065dc7fa8f2f309fe9d5664d51d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=34e3cb83&x-expires=1769763600&x-signature=%2BVc7um%2F93mlpbms0yWWTjdLFw6M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600484190438408981,1769625638,2026-01-28T18:40:38.000Z,"biasanya tak skip,tapi yang ini tak lihat sampai selesai wkwkk",13374,False,False,,36.0,6747114192027419650,mass_vens,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/340013c2609fe1997d6c2a9c0d819bc6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0ce64a9d&x-expires=1769763600&x-signature=zn8NcE90U8NolIfW0XIl6znRalw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600551101418455826,1769641221,2026-01-28T23:00:21.000Z,Berat bangget fyp saya pagi ini😭,24226,False,False,,96.0,6714112075590812673,nandazulfha,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9ca0a6f96e584543b913f37becae14d3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15a04ae4&x-expires=1769763600&x-signature=aNkHfFq6lktEjd1ZVp5BbwVjvpQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,https://www.tiktok.com/@pikiranrakyat/video/7600354983439043860,7600589583365128961,1769650184,2026-01-29T01:29:44.000Z,duduk semua pelajaran 3 sks ini,1170,False,False,,14.0,7216719917923861531,saturnuzius,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c8973658fc253024b015913ef03af78f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=67d08b84&x-expires=1769763600&x-signature=oy5FTtAMJ890dEKRPg9Y2ed4TDo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
